"Person","Country","Industry","age","Net Worth, $B","Rank","Time",
"Trevor Rees-Jones","United States","oil & gas","62","4.5","328","2014",
"Trevor Rees-Jones","United States","oil & gas","63","4.3","381","2015",
"Harold Hamm","United States","oil & gas","68","14.6","68","2014",
"Harold Hamm","United States","oil & gas","69","12.2","96","2015",
"Gennady Timchenko","Russia","oil & gas","62","10.7","118","2015",
"Gennady Timchenko","Russia","oil & gas","61","15.3","61","2014",
"George Bishop","United States","oil & gas","77","3.5","446","2014",
"George Bishop","United States","oil & gas","78","2.7","690","2015",
"Clayton Riddell","Canada","oil & gas","76","3.3","483","2014",
"Clayton Riddell","Canada","oil & gas","77","1.9","1006","2015",
"Nikolai Buinov","Russia","oil & gas","47","1.7","1118","2015",
"N. Murray Edwards","Canada","oil & gas","55","1.8","1054","2015",
"N. Murray Edwards","Canada","oil & gas","54","2.1","828","2014",
"Mokhzani Mahathir","Malaysia","oil & gas services","53","1.2","1372","2014",
"George Kaiser","United States","oil & gas, banking","71","10","122","2014",
"George Kaiser","United States","oil & gas, banking","72","9","142","2015",
"Evgeny (Eugene) Shvidler","United States","oil & gas, investments","50","1.3","1415","2015",
"Evgeny (Eugene) Shvidler","United States","oil & gas, investments","49","1.1","1465","2014",
"Lynn Schusterman","United States","oil & gas, investments","75","4.5","328","2014",
"Lynn Schusterman","United States","oil & gas, investments","76","3.7","462","2015",
"Timothy Headington","United States","oil & gas, investments","64","2.4","782","2015",
"Timothy Headington","United States","oil & gas, investments","63","2.5","687","2014",
"Karel Komarek","Czech Republic","oil and gas","45","1.7","1118","2015",
"Karel Komarek","Czech Republic","oil and gas","45","1.6","1092","2014",
"Daniel Harrison, III.","United States","oil and gas","66","1.25","1356","2014",
"Gregorio Perez Companc","Argentina","oil and gas","78","1.5","1154","2014",
"Gregorio Perez Companc","Argentina","oil and gas","79","1.6","1226","2015",
"Ajay Kalsi","India","oil and gas","53","1.85","973","2014",
"Carlos and Alejandro Bulgheroni","Argentina","oil and gas","","5.3","283","2015",
"Carlos and Alejandro Bulgheroni","Argentina","oil and gas","0","5.5","256","2014",
"Paul Foster","United States","oil refining","57","1.5","1250","2015",
"Paul Foster","United States","oil refining","56","1.35","1270","2014",
"Ayman Asfari","United Kingdom","oil services","56","1.2","1533","2015",
"Ayman Asfari","United Kingdom","oil services","55","1.85","973","2014",
"Alexander Dzhaparidze","Russia","oil services","59","1.5","1250","2015",
"Alexander Dzhaparidze","Russia","oil services","58","2.1","828","2014",
"Oon Kuin Lim","Singapore","oil trading","71","1.7","1173","2015",
"Lim Oon Kuin","Singapore","oil trading","70","1.8","988","2014",
"Torbjorn Tornqvist","Sweden","oil trading","61","2","949","2015",
"Torbjorn Tornqvist","Sweden","oil trading","60","2.6","663","2014",
"Jean Claude Gandur","Switzerland","oil trading, exploration","65","2.3","764","2014",
"Jean Claude Gandur","Switzerland","oil trading, exploration","66","2.1","894","2015",
"David Rockefeller, Sr.","United States","oil, banking","98","2.9","580","2014",
"David Rockefeller, Sr.","United States","oil, banking","99","3","603","2015",
"Zhang Hongwei","China","oil, banking","60","1.6","1190","2015",
"Pyotr Aven","Russia","oil, banking, telecom","59","6.1","227","2014",
"German Khan","Russia","oil, banking, telecom","52","11.3","100","2014",
"Alexei Kuzmichev","Russia","oil, banking, telecom","51","8.8","147","2014",
"Mikhail Fridman","Russia","oil, banking, telecom","50","14.6","68","2015",
"Mikhail Fridman","Russia","oil, banking, telecom","49","17.6","47","2014",
"Mohammed Al Amoudi","Saudi Arabia","oil, diversified","68","10.8","116","2015",
"Mohammed Al Amoudi","Saudi Arabia","oil, diversified","67","15.3","61","2014",
"Lee Bass","United States","oil, investments","57","2.1","828","2014",
"Lee Bass","United States","oil, investments","58","2","949","2015",
"Edward Bass","United States","oil, investments","69","2.1","828","2014",
"Edward Bass","United States","oil, investments","70","2","949","2015",
"Robert Bass","United States","oil, investments","66","2.8","609","2014",
"Robert Bass","United States","oil, investments","67","2.7","690","2015",
"Sid Bass","United States","oil, investments","72","1.7","1118","2015",
"Sid Bass","United States","oil, investments","71","1.9","931","2014",
"William Koch","United States","oil, investments","73","3.8","396","2014",
"William Koch","United States","oil, investments","74","3","603","2015",
"Ray Lee Hunt","United States","oil, real estate","71","5.6","253","2014",
"Ray Lee Hunt","United States","oil, real estate","72","5.6","265","2015",
"David Yakobashvili","Russia","oil, real estate","57","1.2","1372","2014",
"Mikhail Gutseriev","Russia","oil, real estate","56","3.3","483","2014",
"Mikhail Gutseriev","Russia","oil, real estate","56","2.4","782","2015",
"John Catsimatidis","United States","oil, real estate, supermarkets","65","3","551","2014",
"John Catsimatidis","United States","oil, real estate, supermarkets","66","3.1","577","2015",
"Alexander Knaster","United States","oil, telecom, banking","55","2.1","828","2014",
"Andrei Kosogov","Russia","oil, telecom, banking","53","1.7","1046","2014",
"Andrei Kosogov","Russia","oil, telecom, banking","53","1.3","1415","2015",
"Sit Kwong Lam","Hong Kong","oil, transportation","47","1.6","1226","2015",
"Sit Kwong Lam","Hong Kong","oil, transportation","46","2","869","2014",
"Sun Weijie","China","oilfield equipment","51","1.4","1386","2015",
"Wang Kunxiao","China","oilfield equipment","44","1.4","1210","2014",
"Liu Zhenfeng","China","oilfield equipment","52","1.1","1465","2014",
"Shen Ya","China","online apparel retail","44","1.8","1054","2015",
"Mark Scheinberg","Canada","online gambling","41","4.1","405","2015",
"John Coates","United Kingdom","online gambling","45","1.2","1533","2015",
"Denise Coates","United Kingdom","online gambling","46","1.6","1092","2014",
"Denise Coates","United Kingdom","online gambling","47","2.5","737","2015",
"Chen Tianqiao","China","online games","42","1.2","1533","2015",
"Chen Tianqiao","China","online games","41","1.5","1154","2014",
"Kwon Hyuk-Bin","South Korea","online games","42","2","949","2015",
"Kim Taek-Jin","South Korea","online games","47","1.2","1605","2015",
"Kim Jung-Ju","South Korea","online games","46","1.29","1355","2014",
"Kim Jung-Ju","South Korea","online games","47","1.8","1054","2015",
"Mark Pincus","United States","online games","48","1.1","1465","2014",
"William Ding","China","online games","43","6.6","208","2015",
"William Ding","China","online games","42","4.2","354","2014",
"Zhou Yahui","China","online games","38","1.7","1173","2015",
"Shi Yuzhu","China","online games, investments","52","3.9","435","2015",
"Todd Wagner","United States","online media","53","1.4","1210","2014",
"Todd Wagner","United States","online media","54","1.5","1250","2015",
"Mark Cuban","United States","online media","56","3","603","2015",
"Mark Cuban","United States","online media","55","2.6","663","2014",
"Barry Diller","United States","online media","73","2.3","810","2015",
"Barry Diller","United States","online media","72","2.4","731","2014",
"Simon Xie","China","online payment service","45","1.6","1190","2015",
"Yusaku Maezawa","Japan","online retail","38","1.25","1356","2014",
"Yusaku Maezawa","Japan","online retail","39","1.3","1415","2015",
"Mark Vadon","United States","online retail","43","1.35","1270","2014",
"Michael Rubin","United States","online retailing","42","2.7","690","2015",
"Michael Rubin","United States","online retailing","41","2.7","642","2014",
"Hiroshi Mikitani","Japan","online retailing","50","8.7","151","2015",
"Hiroshi Mikitani","Japan","online retailing","49","9.3","132","2014",
"Fred Chang","United States","online retailing","58","1","1741","2015",
"Fred Chang","United States","online retailing","57","1","1565","2014",
"Yoshikazu Tanaka","Japan","online social network","38","1.1","1638","2015",
"Jia Yueting","China","online video","42","3.2","557","2015",
"Tony Chen","Taiwan","optical components","46","1.2","1533","2015",
"Scott Lin","Taiwan","optical components","","1.5","1250","2015",
"Guenther Fielmann","Germany","optometry","75","4.4","369","2015",
"Guenther Fielmann & family","Germany","optometry","74","3.7","408","2014",
"Larry Ellison","United States","Oracle","69","48","5","2014",
"Larry Ellison","United States","Oracle","70","54.3","5","2015",
"Jose Luis Cutrale","Brazil","orange juice","68","2.5","737","2015",
"Kenneth Tuchman","United States","Outsourcing","55","1.1","1638","2015",
"Kenneth Tuchman","United States","Outsourcing","54","1","1565","2014",
"Bharat Desai","United States","Outsourcing","62","2.6","714","2015",
"Bharat Desai & family","United States","Outsourcing","61","2.4","731","2014",
"Stephen Bisciotti","United States","outsourcing, football","54","2.7","690","2015",
"Stephen Bisciotti","United States","outsourcing, football","53","2.2","796","2014",
"Han Chang-Woo","Japan","pachinko parlors","84","4.2","393","2015",
"Wang Wei","China","package delivery service","44","4.2","393","2015",
"Hans Rausing","Sweden","packaging","88","12.5","92","2015",
"Hans Rausing","Sweden","packaging","87","12","92","2014",
"Heloise Waislitz","Australia","packaging","51","2","869","2014",
"Heloise Waislitz","Australia","packaging","52","1.9","1006","2015",
"Fiona Geminder","Australia","packaging","50","2","949","2015",
"Fiona Geminder","Australia","packaging","49","2","869","2014",
"Kirsten Rausing","Sweden","packaging","62","5.1","301","2015",
"Kirsten Rausing","Sweden","packaging","61","5.1","278","2014",
"Anthony Pratt","Australia","packaging, recycling","53","3","551","2014",
"Ashwin Dani","India","paints","71","1.25","1356","2014",
"Ashwin Dani","India","paints","72","2.4","782","2015",
"Goh Cheng Liang","Singapore","paints","","6.8","199","2015",
"Goh Cheng Liang","Singapore","paints","0","2.15","827","2014",
"Kuldip Singh & Gurbachan Singh Dhingra","India","paints","","2.3","810","2015",
"Khoon Hong Kuok","Singapore","palm oil","65","2.3","810","2015",
"Kuok Khoon Hong","Singapore","palm oil","64","2.3","764","2014",
"Martua Sitorus","Indonesia","palm oil","55","1.7","1118","2015",
"Martua Sitorus","Indonesia","palm oil","54","1.7","1046","2014",
"Lim Hariyanto Wijaya Sarwono","Indonesia","palm oil","86","1","1565","2014",
"Lee Shin Cheng","Malaysia","palm oil, real estate","75","4.3","345","2014",
"Lee Shin Cheng","Malaysia","palm oil, real estate","76","4.6","352","2015",
"Lau Cho Kun","Malaysia","palm oil/real estate","79","1.1","1711","2015",
"Patrick Lee","Hong Kong","paper","73","2.4","782","2015",
"Patrick Lee","Hong Kong","paper","72","2.6","663","2014",
"Patricia Matte","Chile","paper","70","2.5","687","2014",
"Patricia Matte","Chile","paper","71","2.8","663","2015",
"Eliodoro Matte","Chile","paper","69","2.8","663","2015",
"Eliodoro Matte","Chile","paper","68","2.5","687","2014",
"Bernardo Matte","Chile","paper","59","2.8","663","2015",
"Bernardo Matte","Chile","paper","58","2.5","687","2014",
"Cheung Yan","China","paper","57","1.05","1540","2014",
"Cheung Yan","China","paper","58","1","1741","2015",
"Wang Haipeng","China","paper & related products","43","1","1741","2015",
"Liu Ming Chung","Brazil","paper manufacturing","52","1","1741","2015",
"Liu Ming Chung","Brazil","paper manufacturing","51","1.05","1540","2014",
"Tom Golisano","United States","payroll services","73","2.4","782","2015",
"Tom Golisano","United States","payroll services","72","2.1","828","2014",
"Randall Rollins","United States","pest control","83","2.3","810","2015",
"Gary Rollins","United States","pest control","70","2.3","810","2015",
"Clayton Mathile","United States","pet food","74","3.4","512","2015",
"Clayton Mathile","United States","pet food","73","2","869","2014",
"Torsten Toeller","Germany","pet food","48","1.7","1118","2015",
"Tseng Shin-Yi","Taiwan","petrochemicals","87","1.7","1173","2015",
"Tseng Shin-Yi","Taiwan","petrochemicals","86","1.9","931","2014",
"Suhon Lin","Taiwan","petrochemicals","86","1.6","1092","2014",
"Suhon Lin","Taiwan","petrochemicals","87","1.6","1190","2015",
"Aloke Lohia","India","petrochemicals","56","1.2","1533","2015",
"Aloke Lohia","Thailand","petrochemicals","55","1.1","1465","2014",
"Liao Long-Shing","Taiwan","petrochemicals","0","1.9","931","2014",
"Liao Long-Shing","Taiwan","petrochemicals","","1.6","1190","2015",
"Li Shuirong","China","petrochemicals","58","1.8","1054","2015",
"Li Shuirong","China","petrochemicals","57","1","1565","2014",
"Lee Ho-Jin","South Korea","petrochemicals / finance / media / electronics","52","1.1","1638","2015",
"Mukesh Ambani","India","petrochemicals, oil & gas","57","21","39","2015",
"Mukesh Ambani","India","petrochemicals, oil & gas","56","18.6","40","2014",
"Aziz Akhannouch","Morocco","petroleum, diversified","54","1.7","1118","2015",
"Aziz Akhannouch & family","Morocco","petroleum, diversified","53","1.4","1210","2014",
"Bernard Fraisse","France","pharmaceuticals","58","1.9","1006","2015",
"Bernard (Barry) Sherman","Canada","pharmaceuticals","73","3.9","435","2015",
"Bernard (Barry) Sherman","Canada","pharmaceuticals","72","3.9","388","2014",
